nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,id_writers
nm0041864,John August,1970,\N,"writer,producer,soundtrack","tt0319061,tt0139239,tt0367594,tt1142977",nm0041864
nm0042006,Scott Aukerman,1970,\N,"writer,producer,actor","tt0258100,tt0295178,tt9398640,tt1535002",nm0042006
nm0042159,Jean Aurel,1925,1996,"writer,director,actor","tt0059089,tt0056797,tt0064324,tt0054407",nm0042159
nm0042266,Stefan Aust,1946,\N,"writer,director,producer","tt0085810,tt8012150,tt0765432,tt0080983",nm0042266
nm0043742,David Ayer,1968,\N,"writer,producer,director","tt0433387,tt1386697,tt1742334,tt1855199",nm0043742
nm0044344,Pamela Azmi-Andrew,\N,\N,"casting_director,casting_department,writer","tt0239178,tt1833590,tt8263066,tt10160896",nm0044344
nm0045209,Michael Bacall,1973,\N,"actor,writer,producer","tt0446029,tt0106965,tt0361748,tt1028528",nm0045209
nm0046524,Anthony Bagarozzi,\N,\N,"writer,producer,director","tt3152078,tt3359350,tt5697510,tt3799694",nm0046524
nm0046564,Ross Bagdasarian,1919,1972,"soundtrack,actor,writer","tt0047396,tt4630562,tt0952640,tt0181875",nm0046564
nm0046750,Alison Bagnall,\N,\N,"writer,director,actress","tt1554414,tt3381600,tt0118789,tt5376260",nm0046750
nm0046943,Fax Bahr,\N,\N,"writer,producer,miscellaneous","tt0098830,tt0102015,tt3063516,tt0305044",nm0046943
nm0047916,Robert L. Baird,\N,\N,"writer,producer,miscellaneous","tt0198781,tt1453405,tt19500164,tt2245084",nm0047916
nm0048305,C. Graham Baker,1883,1950,"writer,director,producer","tt0012164,tt0012695,tt0040370,tt0014243",nm0048305
nm0048918,Sean Baker,1971,\N,"writer,producer,director","tt5649144,tt3824458,tt13453006,tt2035630",nm0048918
nm0050332,Alan Ball,1957,\N,"producer,writer,miscellaneous","tt0169547,tt11327514,tt0844441,tt0248654",nm0050332
nm0050618,J.G. Ballard,1930,2009,"writer,actor","tt0115964,tt2740074,tt0462335,tt0092965",nm0050618
nm0051923,Oluf Bang,1882,1959,"writer,actor","tt0032452,tt0043990,tt0847091",nm0051923
nm0053484,Joseph Barbera,1911,2006,"producer,director,writer","tt0267913,tt0081933,tt0202179,tt0811080",nm0053484
nm0054862,David Barker,\N,\N,"editor,writer,editorial_department","tt11771006,tt3638644,tt6016744,tt8430598",nm0054862
nm0056187,Sacha Baron Cohen,1971,\N,"actor,writer,producer","tt1707386,tt13143964,tt0443453,tt0889583",nm0056187
nm0059553,Ben Barzman,1910,1989,"writer,miscellaneous","tt0052634,tt0037062,tt0054847,tt0060177",nm0059553
nm0061829,Hans Bauer,\N,\N,"writer,producer","tt0366174,tt0120913,tt0172669,tt0118615",nm0061829
nm0063165,Peter Baynham,\N,\N,"writer,actor,producer","tt7504818,tt1430607,tt13143964,tt0443453",nm0063165
nm0063583,John Beaird,1953,1993,"writer,producer,miscellaneous","tt0082782,tt14084228,tt1179891,tt0125308",nm0063583
nm0064181,Stuart Beattie,\N,\N,"writer,director,producer","tt0441881,tt0369339,tt0325980,tt14174940",nm0064181
nm0064479,Simon Beaufoy,1967,\N,"writer,producer,director","tt1951264,tt1010048,tt1542344,tt0119164",nm0064479
nm0064556,Phil Beauman,\N,\N,"writer,producer,miscellaneous","tt0167567,tt0116126,tt0277371,tt0175142",nm0064556
nm0065442,Jacques Becker,1906,1960,"writer,director,assistant_director","tt0041800,tt0039155,tt0054407,tt0043386",nm0065442
nm0066851,Jackie Filgo,\N,\N,"producer,writer,miscellaneous","tt0810922,tt1196141,tt0165598,tt0496312",nm0066851
nm0067789,Jordan Belfort,1962,\N,"producer,writer,actor","tt0993846,tt0113067,tt0115709,tt0116182",nm0067789
nm0069282,Peter Bellwood,\N,\N,"writer,actor,script_department","tt0317084,tt0102034,tt0118379,tt0091203",nm0069282
nm0069715,Rémy Belvaux,1966,2006,"director,actor,writer","tt0103905,tt2319847,tt0105098,tt0351540",nm0069715
nm0070368,Steve Bencich,\N,\N,"writer,actor,producer","tt0371606,tt0328880,tt3488056,tt0400717",nm0070368
nm0071657,Charles Bennett,1899,1995,"writer,director,actor","tt0026029,tt0057798,tt0049470,tt0032484",nm0071657
nm0073688,Alec Berg,\N,\N,"producer,writer,miscellaneous","tt5348176,tt0312528,tt0264235,tt2575988",nm0073688
nm0073850,Michael Berg,\N,\N,"writer,producer","tt1080016,tt1667889,tt0268380,tt3416828",nm0073850
nm0074184,Glenn Berger,1969,\N,"producer,writer,miscellaneous","tt0441773,tt0118375,tt1302011,tt1679335",nm0074184
nm0074980,Erik Bergquist,\N,\N,writer,"tt0232500,tt9033226",nm0074980
nm0075528,Greg Berlanti,1972,\N,"producer,writer,director","tt1133985,tt3107288,tt5164432,tt2193021",nm0075528
nm0075696,Andrea Berloff,\N,\N,"writer,actress,director","tt0469641,tt1398426,tt2072233,tt3647498",nm0075696
nm0075849,Shari Springer Berman,1963,\N,"director,writer,producer","tt10962368,tt0158831,tt0489237,tt0305206",nm0075849
nm0076166,Carlo Bernard,\N,\N,"writer,producer,miscellaneous","tt2034800,tt0963966,tt0815245,tt0473075",nm0076166
nm0076602,Paul Bernbaum,1957,\N,"writer,producer,miscellaneous","tt0096607,tt0111937,tt0427969,tt0435705",nm0076602
nm0077094,Marcos Bernstein,1970,\N,"writer,director,producer","tt0402417,tt0140888,tt2402186,tt0114651",nm0077094
nm0078704,Éric Besnard,1964,\N,"writer,director,producer","tt11083552,tt4084056,tt0364970,tt0205422",nm0078704
nm0081189,Ann Biderman,1951,\N,"writer,producer,miscellaneous","tt2249007,tt0117381,tt0112722,tt0106079",nm0081189
nm0082008,André Bijelic,\N,\N,"editor,writer,actor","tt0463351,tt0321639,tt0123755,tt4659574",nm0082008
nm0082366,Anna Biller,\N,\N,"director,writer,costume_designer","tt3908142,tt0331366,tt0331355,tt0393956",nm0082366
nm0083348,Brad Bird,1957,\N,"miscellaneous,writer,director","tt0129167,tt0382932,tt0317705,tt3606756",nm0083348
nm0084190,Sean Bishop,\N,\N,"art_department,writer,actor","tt0327084,tt0389790,tt1725156,tt0892782",nm0084190
nm0084502,Fabrício Bittar,1980,\N,"director,producer,actor","tt6791886,tt11216740,tt14623808,tt8753660",nm0084502
nm0085312,Jack Black,1969,\N,"actor,producer,soundtrack","tt0332379,tt0360717,tt0146882,tt0457510",nm0085312
nm0086301,Macon Blair,\N,\N,"actor,writer,producer","tt2359024,tt4062536,tt0878695,tt1800302",nm0086301
nm0087861,William Peter Blatty,1928,2017,"writer,actor,director","tt0099528,tt0204313,tt0070047,tt0081237",nm0087861
nm0088645,Robert Bloch,1917,1994,writer,"tt0086154,tt0054215,tt0060028,tt0155975",nm0088645
nm0088955,Neill Blomkamp,1979,\N,"director,writer,visual_effects","tt1823672,tt1136608,tt1535108,tt13392012",nm0088955
nm0089676,Len Blum,1951,\N,"writer,sound_department,miscellaneous","tt0082509,tt0079540,tt0383216,tt0083131",nm0089676
nm0090151,Jeffrey Boam,1946,2000,"writer,producer,director","tt0097576,tt0117331,tt0085407,tt0093260",nm0090151
nm0092267,Pierre Boileau,1906,1989,writer,"tt0053459,tt0052357,tt0046911,tt0116095",nm0092267
nm0092268,Thomas Narcejac,1908,1998,writer,"tt0053459,tt0052357,tt0116095,tt0046911",nm0092268
nm0092578,Jon Bokenkamp,\N,\N,"writer,producer,director","tt0457433,tt1911644,tt2741602,tt0364045",nm0092578
nm0093051,Uwe Boll,1965,\N,"producer,director,writer","tt0460780,tt0383222,tt0486640,tt0369226",nm0093051
nm0093252,Luiz Bolognesi,1966,\N,"writer,director,producer","tt14029622,tt7754564,tt0225399,tt2231208",nm0093252
nm0093328,Tedi Sarafian,1966,\N,"writer,soundtrack,producer","tt1985196,tt0181852,tt0114614,tt0110999",nm0093328
nm0093501,Adriano Bolzoni,1919,2005,"writer,director","tt0188167,tt0133838,tt0058461,tt0060706",nm0093501
nm0093560,Mark Bomback,1971,\N,"producer,writer,script_department","tt1386703,tt2103281,tt3450958,tt0335121",nm0093560
nm0094435,Bong Joon Ho,1969,\N,"writer,producer,director","tt1216496,tt6751668,tt3967856,tt1706620",nm0094435
nm0094558,Vittorio Bonicelli,1919,1994,"writer,producer","tt0066549,tt0093255,tt0062711,tt0065777",nm0094558
nm0095298,André Bonzel,1961,\N,"cinematographer,director,camera_department","tt8122738,tt0103905,tt0351540,tt2084981",nm0095298
nm0095321,Robert Boocheck,1976,\N,"director,writer,actor","tt2264774,tt0823650,tt5861630,tt2926810",nm0095321
nm0095460,Ed Boon,1964,\N,"writer,actor,miscellaneous","tt0411677,tt0119707,tt0113855,tt0293429",nm0095460
nm0099398,Nicolas Boukhrief,1963,\N,"writer,director,actor","tt11083552,tt0384537,tt0347330,tt1397176",nm0099398
nm0099541,Pierre Boulle,1912,1994,writer,"tt0050212,tt0063442,tt0068408,tt0133152",nm0099541
nm0100736,Mark Bowden,1951,\N,"writer,producer,miscellaneous","tt1123441,tt0107594,tt6815648,tt0265086",nm0100736
nm0101801,F.X. Toole,1930,2002,writer,"tt0059296,tt0405159",nm0101801
nm0101991,Philippa Boyens,\N,\N,"writer,producer,soundtrack","tt0360717,tt0167260,tt0167261,tt0120737",nm0101991
nm0102818,Charles Brackett,1892,1969,"writer,producer","tt0052948,tt0037884,tt0043014,tt0049408",nm0102818
nm0102824,Leigh Brackett,1915,1978,writer,"tt0038355,tt0070334,tt0061619,tt0080684",nm0102824
nm0104335,John Brancato,1958,\N,"writer,producer,actor","tt0986263,tt0113957,tt0119174,tt0181852",nm0104335
nm0104973,Michael Brandt,1968,\N,"producer,writer,director","tt10720352,tt0381849,tt0493464,tt2261391",nm0104973
nm0105169,Ash Brannon,1969,\N,"writer,producer,animation_department","tt0097757,tt0120363,tt0423294,tt11126994",nm0105169
nm0106505,Irving Brecher,1914,2008,"producer,writer,director","tt0047762,tt0037059,tt0041590,tt0045171",nm0106505
nm0107366,Neal Brennan,\N,\N,"writer,producer,director","tt1226229,tt0353049,tt0120693,tt0072562",nm0107366
nm0107760,James Bresnahan,\N,\N,"animation_department,art_department,director","tt5814534,tt0358082,tt0268380,tt0118583",nm0107760
nm0107774,Eric Bress,\N,\N,"writer,producer,director","tt0289879,tt6508228,tt1144884,tt0309593",nm0107774
nm0107788,Júlio Bressane,1946,\N,"director,writer,producer","tt0182478,tt0368726,tt14763720,tt3102382",nm0107788
nm0108595,Paul Brickhill,1916,1991,writer,"tt0057115,tt0046889,tt0049665,tt0056742",nm0108595
nm0111765,Charlie Brooker,1971,\N,"writer,producer,miscellaneous","tt0780206,tt9495224,tt1285482,tt2085059",nm0111765
nm0111845,Adam Brooks,1956,\N,"writer,producer,director","tt0832266,tt1178663,tt0317198,tt0086876",nm0111845
nm0112459,Aline Brosh McKenna,1967,\N,"producer,writer,soundtrack","tt0458352,tt1126618,tt3228774,tt4094300",nm0112459
nm0113005,Amanda Brown,\N,\N,"writer,actress","tt0250494,tt0469008,tt1125194,tt0333780",nm0113005
nm0113689,Harry Brown,1917,1986,writer,"tt0240772,tt0041841,tt0054135,tt0043924",nm0113689
nm0115310,William Broyles Jr.,1944,\N,"writer,miscellaneous,producer","tt0162222,tt0418689,tt0133152,tt0112384",nm0115310
nm0115431,J. Campbell Bruce,1906,1996,writer,"tt0079116,tt0042074,tt0047780",nm0115431
nm0115486,Glenn A. Bruce,\N,\N,"writer,assistant_director,producer","tt0097659,tt0106168,tt0185745,tt0096542",nm0115486
nm0115669,Clyde Bruckman,1894,1955,"writer,director,producer","tt0014341,tt0015324,tt0016332,tt0017925",nm0115669
nm0115892,Claude Brulé,1925,2012,"writer,actor,director","tt0280325,tt0054700,tt0060944,tt0062711",nm0115892
nm0116145,James Bruner,\N,\N,"writer,producer,director","tt1299366,tt0089348,tt6704894,tt0090927",nm0116145
nm0117770,Chico Buarque,1944,\N,"composer,music_department,soundtrack","tt0457076,tt0290350,tt0186256,tt1615160",nm0117770
nm0118224,Peter Buchman,1967,\N,writer,"tt0163025,tt0449010,tt0892255,tt0374569",nm0118224
nm0118333,Chris Buck,1958,\N,"animation_department,director,writer","tt2294629,tt4520988,tt0423294,tt0114148",nm0118333
nm0118649,Kristen Buckley,\N,\N,"writer,miscellaneous,producer","tt4120638,tt5851708",nm0118649
nm0121256,Anthony Burgess,1917,1993,"script_department,writer,soundtrack","tt0075520,tt0066921,tt0082484,tt0059880",nm0121256
nm0121789,Martyn Burke,1952,\N,"writer,director,producer","tt0168122,tt0120086,tt2172131,tt0144550",nm0121789
nm0122417,Murray Burnett,1910,1997,"writer,director","tt0042115,tt0044265,tt0034583,tt0047719",nm0122417
nm0122446,W.R. Burnett,1899,1982,"writer,script_department","tt0042208,tt0035530,tt0057115,tt0023427",nm0122446
nm0123194,Edgar Rice Burroughs,1875,1950,"writer,producer","tt0039011,tt0120855,tt0918940,tt0401729",nm0123194
nm0123221,William S. Burroughs,1914,1997,"writer,actor,soundtrack","tt0102511,tt0097240,tt0086409,tt0363589",nm0123221
nm0123666,Mark Burton,\N,\N,"writer,miscellaneous,producer","tt0351283,tt0312004,tt2872750,tt0377981",nm0123666
nm0125336,Jez Butterworth,1969,\N,"writer,producer,actor","tt1631867,tt0188453,tt1950186,tt0977855",nm0125336
nm0126096,James Ward Byrkit,\N,\N,"director,writer,art_department","tt3890160,tt1192628,tt3387542,tt2866360",nm0126096
nm0127373,Louis C.K.,1967,\N,"writer,producer,actor","tt3203606,tt1492966,tt1800241,tt5425186",nm0127373
nm0129721,H.H. Caldwell,1873,1939,"writer,editor,editorial_department","tt0018379,tt0020768,tt0018455,tt0020323",nm0129721
nm0132168,John W. Campbell Jr.,1910,1971,writer,"tt0044121,tt0084787,tt0043238,tt0905372",nm0132168
nm0134224,Kay Cannon,1974,\N,"producer,writer,miscellaneous","tt2531344,tt0496424,tt2848292,tt10155932",nm0134224
nm0134284,William H. Cannon,1907,1990,"assistant_director,production_manager,miscellaneous","tt0017548,tt0016981,tt0039110",nm0134284
nm0135296,Jim Capobianco,1969,\N,"animation_department,writer,miscellaneous","tt5028340,tt1387391,tt0382932,tt0110357",nm0135296
nm0136592,J.S. Cardone,1946,\N,"writer,producer,director","tt0112515,tt0357930,tt0475944,tt0108100",nm0136592
nm0136797,Steve Carell,1962,\N,"actor,producer,writer","tt1100089,tt0386676,tt1596363,tt0405422",nm0136797
nm0137811,John B. Carls,\N,\N,"producer,writer,miscellaneous","tt4341582,tt0386117,tt0400717,tt1192628",nm0137811
nm0138809,John Carney,1972,\N,"director,producer,writer","tt0907657,tt3544112,tt0221559,tt1980929",nm0138809
nm0139714,Harry Carr,1877,1936,"writer,actor,miscellaneous","tt0018711,tt0134704,tt0019495,tt0011406",nm0139714
nm0140643,Jean-Claude Carrière,1931,2021,"writer,actor,director","tt0056066,tt0096332,tt0263866,tt0068361",nm0140643
nm0140902,Lewis Carroll,1832,1898,"writer,soundtrack,miscellaneous","tt2567026,tt20194152,tt0043274,tt1014759",nm0140902
nm0142453,José Carvalho,\N,\N,"writer,miscellaneous,script_department","tt0332734,tt1071211,tt1587828,tt0166707",nm0142453
nm0142577,Raymond Carver,1938,1988,"writer,soundtrack,miscellaneous","tt0108122,tt1531663,tt3520884,tt2562232",nm0142577
nm0143596,Jim Cash,1941,2000,writer,"tt0092099,tt0099422,tt0118615,tt1745960",nm0143596
nm0146033,Víctor Andrés Catena,1925,2009,"writer,director,assistant_director","tt0075035,tt0058461,tt0187297,tt0057469",nm0146033
nm0147599,Suso Cecchi D'Amico,1914,2010,"writer,script_department,actress","tt0057091,tt0054248,tt0040522,tt0090055",nm0147599
nm0148437,Vincenzo Cerami,1940,2013,"writer,soundtrack,actor","tt0118799,tt0100389,tt0102164,tt0419198",nm0148437
nm0148489,Janus Cercone,\N,\N,"writer,soundtrack,producer","tt0104695,tt0085409,tt1189253,tt0116165",nm0148489
nm0149196,Nuri Bilge Ceylan,1959,\N,"producer,director,writer","tt1233381,tt0498097,tt1827487,tt2758880",nm0149196
nm0149290,Michael Chabon,1963,\N,"writer,producer,soundtrack","tt0185014,tt8806524,tt0316654,tt0401729",nm0149290
nm0149305,Gregg Chabot,1969,\N,"writer,actor","tt0253556,tt14761006",nm0149305
nm0150155,Doug Chamberlin,\N,\N,"writer,actor","tt0115118,tt0108755,tt0108988,tt0120363",nm0150155
nm0150906,Gordon Chan,1960,\N,"writer,producer,director","tt0116312,tt0288045,tt0440003,tt0157366",nm0150906
nm0150916,Hing-Ka Chan,\N,\N,"writer,producer,director","tt0266703,tt1612142,tt0306651,tt0157366",nm0150916
nm0152312,Brenda Chapman,1962,\N,"animation_department,art_department,writer","tt1217209,tt0110357,tt0120794,tt0101414",nm0152312
nm0152638,Dave Chappelle,1973,\N,"writer,actor,producer","tt0353049,tt0120693,tt0279493,tt1517451",nm0152638
nm0154665,Paddy Chayefsky,1923,1981,"writer,actor,producer","tt0048356,tt0067217,tt0074958,tt0080360",nm0154665
nm0154716,Stephen Chbosky,1970,\N,"writer,producer,director","tt1659337,tt2771200,tt2543472",nm0154716
nm0157787,Stephen Chin,\N,\N,"writer,producer","tt2005151,tt0119237,tt0196857,tt0127722",nm0157787
nm0159039,Felix Chong,1968,\N,"writer,director,actor","tt1852904,tt7183578,tt0338564,tt1349853",nm0159039
nm0161834,Derek Cianfrance,1974,\N,"director,writer,producer","tt2547584,tt1817273,tt5363618,tt1120985",nm0161834
nm0165412,James Clavell,1921,1994,"writer,director,producer","tt0051622,tt0057115,tt0062376,tt0080274",nm0165412
nm0166256,Ron Clements,1953,\N,"writer,director,miscellaneous","tt3521164,tt0103639,tt0119282,tt0780521",nm0166256
nm0166836,Edward F. Cline,1891,1961,"director,actor,writer","tt0012255,tt0011071,tt0011508,tt0011984",nm0166836
nm0167767,Humphrey Cobb,1899,1944,writer,"tt0029511,tt0050825,tt1092566",nm0167767
nm0168379,Jay Cocks,1944,\N,"writer,miscellaneous","tt0490215,tt0217505,tt0114558,tt0106226",nm0168379
nm0168413,Jean Cocteau,1889,1963,"writer,actor,director","tt0039135,tt0038348,tt0041719,tt0054377",nm0168413
nm0169180,Alan R. Cohen,1964,\N,"producer,writer,miscellaneous","tt0118375,tt1231583,tt10627334,tt0317364",nm0169180
nm0169505,Joel Cohen,\N,\N,"writer,actor,producer","tt0119695,tt0349205,tt0114709,tt0356634",nm0169505
nm0169548,Lawrence D. Cohen,\N,\N,"writer,producer,script_department","tt0074285,tt1939659,tt0082449,tt0481452",nm0169548
nm0169806,Taika Waititi,1975,\N,"producer,writer,actor","tt1560139,tt2584384,tt4698684,tt3416742",nm0169806
nm0171253,Warren Coleman,\N,\N,"actor,writer,director","tt0366548,tt1219342,tt1402488,tt0107930",nm0171253
nm0171651,Bill Collage,\N,\N,"writer,producer","tt3410834,tt2094766,tt1528100",nm0171651
nm0171722,John Collee,1955,\N,"writer,producer,script_department","tt0974014,tt0311113,tt5461944,tt0366548",nm0171722
nm0173549,Jaime Comas Gil,1936,2021,"writer,producer,production_manager","tt0058461,tt0087303,tt0078925,tt0062035",nm0173549
nm0174024,Doug Compton,\N,\N,"animation_department,art_department,director","tt0268380,tt0149524,tt0327162,tt1134629",nm0174024
nm0175676,Joseph Conrad,1857,1924,writer,"tt0020323,tt0028212,tt10644372,tt0018332",nm0175676
nm0175726,Steve Conrad,1968,\N,"writer,director,producer","tt2543472,tt0359950,tt4687882,tt13148384",nm0175726
nm0177170,Lorna Cook,\N,\N,"animation_department,art_department,writer","tt0120794,tt0110357,tt0166813,tt3014284",nm0177170
nm0177836,Adam Cooper,\N,\N,"writer,producer","tt3410834,tt2094766,tt2938956,tt1528100",nm0177836
nm0177896,Bradley Cooper,1975,\N,"actor,producer,soundtrack","tt2179136,tt1045658,tt1517451,tt1800241",nm0177896
nm0178785,Alec Coppel,1907,1972,"writer,miscellaneous","tt0044928,tt0052357,tt0047072,tt0045607",nm0178785
nm0179120,Richard Corben,1940,2020,"writer,art_department,director","tt1629348,tt0082509,tt0282425,tt2745606",nm0179120
nm0180428,Joe Cornish,1968,\N,"writer,director,editor","tt0478970,tt0983193,tt6811018,tt1478964",nm0180428
nm0181019,John William Corrington,1932,1988,"writer,miscellaneous","tt0080290,tt0067525,tt0069768,tt0480249",nm0181019
nm0181020,Joyce Hooper Corrington,1936,\N,"writer,producer","tt0067525,tt0080290,tt0069768,tt0480249",nm0181020
nm0181741,Don Coscarelli,1954,\N,"writer,director,producer","tt0281686,tt0079714,tt1783732,tt0083630",nm0181741
nm0185848,Eli Craig,1972,\N,"director,actor,writer","tt1465522,tt0186566,tt2937366,tt0144814",nm0185848
nm0185976,Peter Craig,1969,\N,"writer,producer,director","tt1502397,tt1877830,tt0840361,tt1745960",nm0185976
nm0188357,Harry Crocker,1893,1958,"actor,miscellaneous,assistant_director","tt0024073,tt0018773,tt0021749,tt0018357",nm0188357
nm0189117,Beverley Cross,1931,1998,writer,"tt0800320,tt0057197,tt0082186,tt1646987",nm0189117
nm0190859,Alfonso Cuarón,1961,\N,"writer,producer,director","tt0245574,tt0206634,tt1454468,tt6155172",nm0190859
nm0190861,Jonás Cuarón,1981,\N,"writer,producer,director","tt3147312,tt0984969,tt3277552,tt1454468",nm0190861
